"CaseReferenceNumber"	"MotionID"	"CaseLocation"	"CaseMajorCode"	"CaseMinorCode"	"CaseTrialListType"	"CaseMarkingCode"	"CaseDispositionJudgeJurisNo"	"CaseDispositionDocketLegendCode"	"MotionResultCode"	"MotionFilingParty"	"MotionDocketLegendCode"	"MotionJurisNumber"	"MotionDocumentPriorityCode"	"CaseAttorneyJuris"	"CaseAttorneyType"	"MotionTimeDuration"	"MotionDocumentTypeName"	"SelfRepBeforeMotionFileCount"	"SelfRepBeforeMotionDecidedCount"	"SelfRepBeforeMotionFileBool"	"SelfRepBeforeMotionDecidedBool"
19957	216445	"HHD"	"T"	90	9	1	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	80465	30	80465	"R"	242	"MOTION TO STRIKE"	0	0	FALSE	FALSE
21916	236469	"TTD"	"T"	3	-1	17	428337	"JDGTVTD"	"GR"	"D"	"MSTRIKE"	401704	30	401704	"R"	42	"MOTION TO STRIKE"	0	0	FALSE	FALSE
22093	238599	"KNO"	"V"	1	1	NA	411094	"WDACT"	"DN"	"D"	"MSTRIKE"	80551	30	80551	"R"	72	"MOTION TO STRIKE"	0	0	FALSE	FALSE
22043	238034	"FST"	"T"	71	-1	NA	NA	"WDACT"	"OF"	"D"	"MSTRIKE"	89998	30	89998	"X"	144	"MOTION TO STRIKE"	0	0	FALSE	FALSE
20196	219009	"FST"	"T"	3	9	17	402358	"JDGTVTP"	"DN"	"P"	"MSTRIKE"	427014	30	427014	"J"	27	"MOTION TO STRIKE"	0	0	FALSE	FALSE
22248	240474	"TTD"	"T"	90	-1	NA	411098	"WDACT"	"DN"	"D"	"MSTRIKE"	401704	30	401704	"R"	19	"MOTION TO STRIKE"	0	0	FALSE	FALSE
20219	219225	"FBT"	"V"	1	9	16	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	408552	30	408552	"R"	25	"MOTION TO STRIKE"	0	0	FALSE	FALSE
22213	240063	"NNH"	"T"	90	8	3	419136	"JDGACT"	"GR"	"D"	"MSTRIKE"	403769	30	403769	"R"	28	"MOTION TO STRIKE"	0	0	FALSE	FALSE
24281	262968	"UWY"	"V"	1	-1	NA	411103	"WDACT"	"DN"	"D"	"MSTRIKE"	415667	30	415667	"R"	109	"MOTION TO STRIKE"	0	0	FALSE	FALSE
22549	243678	"HHD"	"T"	12	3	18	NA	"WDACT"	"OR"	"D"	"MSTRIKE"	419022	30	419022	"K"	280	"MOTION TO STRIKE"	0	0	FALSE	FALSE
22663	244792	"FST"	"V"	1	9	3	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	420358	30	420358	"A"	62	"MOTION TO STRIKE"	0	0	FALSE	FALSE
20644	223875	"FBT"	"V"	1	1	NA	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	412184	30	412184	"R"	69	"MOTION TO STRIKE"	0	0	FALSE	FALSE
20487	222248	"FBT"	"V"	90	9	16	416586	"JDGDACT"	"DN"	"D"	"MSTRIKE"	414993	30	414993	"J"	148	"MOTION TO STRIKE"	0	0	FALSE	FALSE
20783	225355	"UWY"	"T"	90	1	NA	422392	"JDGDACT"	"OR"	"D"	"MSTRIKE"	415667	30	415667	"R"	54	"MOTION TO STRIKE"	0	0	FALSE	FALSE
24664	267140	"NNH"	"V"	1	9	16	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	80627	30	80627	"R"	32	"MOTION TO STRIKE"	0	0	FALSE	FALSE
24437	264816	"DBD"	"T"	90	9	16	81220	"SJ"	"DN"	"D"	"MSTRIKE"	418030	30	418030	"R"	32	"MOTION TO STRIKE"	0	0	FALSE	FALSE
20731	224971	"DBD"	"V"	1	-1	NA	89999	"WDACT"	"DN"	"D"	"MSTRIKE"	419135	30	419135	"J"	18	"MOTION TO STRIKE"	0	0	FALSE	FALSE
20828	225854	"FST"	"T"	90	9	15	NA	"WDACT"	"OR"	"D"	"MSTRIKE"	419135	30	419135	"J"	507	"MOTION TO STRIKE"	0	0	FALSE	FALSE
20828	225856	"FST"	"T"	90	9	15	NA	"WDACT"	"OR"	"D"	"MSTRIKE"	419135	30	419135	"J"	507	"MOTION TO STRIKE"	0	0	FALSE	FALSE
20828	225858	"FST"	"T"	90	9	15	NA	"WDACT"	"OR"	"D"	"MSTRIKE"	419135	30	419135	"J"	507	"MOTION TO STRIKE"	0	0	FALSE	FALSE
24649	266785	"HHD"	"V"	1	9	1	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	80465	30	80465	"R"	45	"MOTION TO STRIKE"	0	0	FALSE	FALSE
28349	308379	"FBT"	"T"	90	1	NA	420175	"JDGTVT"	"OR"	"D"	"MSTRIKE"	412184	30	412184	"R"	128	"MOTION TO STRIKE"	0	0	FALSE	FALSE
28316	307978	"AAN"	"T"	12	9	3	89998	"WDACT"	"OR"	"D"	"MSTRIKE"	403803	30	403803	"M"	272	"MOTION TO STRIKE"	0	0	FALSE	FALSE
28583	310531	"KNL"	"T"	28	-1	NA	415595	"JDGDACT"	"OF"	"D"	"MSTRIKE"	415595	30	415595	"R"	27	"MOTION TO STRIKE"	0	0	FALSE	FALSE
28349	308360	"FBT"	"T"	90	1	NA	420175	"JDGTVT"	"OR"	"D"	"MSTRIKE"	416586	30	416586	"R"	103	"MOTION TO STRIKE"	0	0	FALSE	FALSE
28349	308348	"FBT"	"T"	90	1	NA	420175	"JDGTVT"	"OR"	"D"	"MSTRIKE"	403803	30	403803	"M"	84	"MOTION TO STRIKE"	0	0	FALSE	FALSE
24897	269527	"FST"	"T"	90	9	3	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	80626	30	80626	"R"	121	"MOTION TO STRIKE"	0	0	FALSE	FALSE
24897	269529	"FST"	"T"	90	9	3	NA	"WDACT"	"OR"	"D"	"MSTRIKE"	80626	30	80626	"R"	117	"MOTION TO STRIKE"	0	0	FALSE	FALSE
28679	311628	"HHD"	"T"	90	9	1	NA	"WDACT"	"OR"	"D"	"MSTRIKE"	408307	30	408307	"J"	49	"MOTION TO STRIKE"	0	0	FALSE	FALSE
28679	311618	"HHD"	"T"	90	9	1	NA	"WDACT"	"WD"	"D"	"MSTRIKE"	407850	30	407850	"X"	150	"MOTION TO STRIKE"	0	0	FALSE	FALSE
28656	311394	"FST"	"V"	1	9	3	402358	"SJD"	"DN"	"D"	"MSTRIKE"	427014	30	427014	"J"	257	"MOTION TO STRIKE"	0	0	FALSE	FALSE
25780	279197	"LLI"	"V"	4	9	1	411102	"WDACT"	"OR"	"D"	"MSTRIKE"	431195	30	431195	"J"	24	"MOTION TO STRIKE"	0	0	FALSE	FALSE
28881	313780	"NNI"	"V"	1	-1	NA	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	408307	30	408307	"J"	63	"MOTION TO STRIKE"	0	0	FALSE	FALSE
29029	315258	"NNI"	"T"	2	9	16	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	422392	30	422392	"J"	41	"MOTION TO STRIKE"	0	0	FALSE	FALSE
29043	315487	"NNH"	"T"	90	3	18	80209	"JDGACTD"	"DN"	"D"	"MSTRIKE"	80110	30	80110	"R"	152	"MOTION TO STRIKE"	0	0	FALSE	FALSE
28915	314189	"FST"	"V"	1	9	16	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	421279	30	421279	"J"	31	"MOTION TO STRIKE"	0	0	FALSE	FALSE
25991	281199	"KNL"	"V"	4	9	16	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	80541	30	80541	"J"	18	"MOTION TO STRIKE"	0	0	FALSE	FALSE
26085	282134	"MMX"	"V"	5	9	15	402017	"JDGDACT"	"GR"	"D"	"MSTRIKE"	402017	30	402017	"K"	251	"MOTION TO STRIKE"	0	0	FALSE	FALSE
29395	319074	"FBT"	"T"	28	9	16	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	419018	30	419018	"R"	146	"MOTION TO STRIKE"	0	0	FALSE	FALSE
29395	319080	"FBT"	"T"	28	9	16	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	419018	30	419018	"R"	18	"MOTION TO STRIKE"	0	0	FALSE	FALSE
25107	271656	"UWY"	"T"	90	-1	NA	411103	"WDACT"	"DN"	"D"	"MSTRIKE"	416591	30	416591	"J"	203	"MOTION TO STRIKE"	0	0	FALSE	FALSE
25321	273645	"HHB"	"T"	90	8	2	411103	"WDACT"	"GR"	"P"	"MSTRIKE"	406507	30	406507	"R"	8	"MOTION TO STRIKE"	0	0	FALSE	FALSE
25359	274256	"HHD"	"T"	3	9	1	409859	"JDGDACT"	"OR"	"D"	"MSTRIKE"	81290	30	81290	"R"	42	"MOTION TO STRIKE"	0	0	FALSE	FALSE
16991	182732	"HHD"	"T"	90	-1	NA	NA	"WDACT"	"OD"	"D"	"MSTRIKE"	NA	30	NA	""	51	"MOTION TO STRIKE"	1	1	TRUE	TRUE
16954	182150	"UWY"	"T"	90	-1	NA	411103	"WDACT"	"DN"	"D"	"MSTRIKE"	425580	30	425580	"R"	64	"MOTION TO STRIKE"	0	0	FALSE	FALSE
26426	285912	"FBT"	"V"	1	-1	NA	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	413629	30	413629	"J"	62	"MOTION TO STRIKE"	0	0	FALSE	FALSE
30294	328777	"FST"	"V"	1	9	3	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	416590	30	416590	"R"	348	"MOTION TO STRIKE"	0	0	FALSE	FALSE
30439	329912	"UWY"	"T"	50	-1	NA	418027	"JWTD"	"OR"	"D"	"MSTRIKE"	416591	30	416591	"J"	150	"MOTION TO STRIKE"	0	0	FALSE	FALSE
26521	287071	"AAN"	"V"	1	9	15	411103	"WDACT"	"GR"	"D"	"MSTRIKE"	405699	30	405699	"K"	29	"MOTION TO STRIKE"	0	0	FALSE	FALSE
30439	329918	"UWY"	"T"	50	-1	NA	418027	"JWTD"	"GR"	"D"	"MSTRIKE"	418027	30	418027	"J"	25	"MOTION TO STRIKE"	0	0	FALSE	FALSE
30533	330829	"AAN"	"T"	90	-1	NA	89997	"JOD"	"GR"	"D"	"MSTRIKE"	422678	30	422678	"J"	76	"MOTION TO STRIKE"	0	0	FALSE	FALSE
30533	330831	"AAN"	"T"	90	-1	NA	89997	"JOD"	"GR"	"P"	"MSTRIKE"	422678	30	422678	"J"	48	"MOTION TO STRIKE"	0	0	FALSE	FALSE
29692	322842	"HHD"	"T"	29	9	13	NA	"WDACT"	"OR"	"D"	"MSTRIKE"	406511	30	406511	"R"	141	"MOTION TO STRIKE"	0	0	FALSE	FALSE
30663	332000	"HHB"	"T"	90	-1	NA	415596	"JWTD"	"GR"	"D"	"MSTRIKE"	418029	30	418029	"J"	108	"MOTION TO STRIKE"	0	0	FALSE	FALSE
30663	331994	"HHB"	"T"	90	-1	NA	415596	"JWTD"	"GR"	"D"	"MSTRIKE"	80096	30	80096	"R"	232	"MOTION TO STRIKE"	0	0	FALSE	FALSE
26723	289307	"FBT"	"T"	90	9	16	412184	"JDGTVTP"	"GR"	"D"	"MSTRIKE"	419018	30	419018	"R"	21	"MOTION TO STRIKE"	0	0	FALSE	FALSE
26723	289314	"FBT"	"T"	90	9	16	412184	"JDGTVTP"	"OR"	"D"	"MSTRIKE"	419018	30	419018	"R"	18	"MOTION TO STRIKE"	0	0	FALSE	FALSE
30547	331025	"KNL"	"T"	20	9	14	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	80551	30	80551	"R"	157	"MOTION TO STRIKE"	0	0	FALSE	FALSE
26723	289318	"FBT"	"T"	90	9	16	412184	"JDGTVTP"	"OR"	"D"	"MSTRIKE"	419129	30	419129	"J"	83	"MOTION TO STRIKE"	0	0	FALSE	FALSE
30931	333854	"HHD"	"T"	28	9	1	NA	"WDACT"	"GR"	"P"	"MSTRIKE"	408382	30	408382	"J"	90	"MOTION TO STRIKE"	0	0	FALSE	FALSE
31415	336796	"FBT"	"T"	90	-1	NA	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	402358	30	402358	"R"	25	"MOTION TO STRIKE"	0	0	FALSE	FALSE
31193	335370	"HHD"	"V"	4	8	2	415134	"JDGHD"	"OR"	"D"	"MSTRIKE"	81181	30	81181	"R"	201	"MOTION TO STRIKE"	0	0	FALSE	FALSE
31303	336183	"MMX"	"T"	28	-1	NA	402017	"JODD"	"OR"	"D"	"MSTRIKE"	403965	30	403965	"J"	62	"MOTION TO STRIKE"	0	0	FALSE	FALSE
31343	336455	"MMX"	"T"	90	-1	NA	412185	"JDGDACT"	"OD"	"P"	"MSTRIKE"	NA	30	NA	""	110	"MOTION TO STRIKE"	0	0	FALSE	FALSE
31461	337063	"DBD"	"V"	1	9	2	89999	"WDACT"	"OR"	"D"	"MSTRIKE"	407901	30	407901	"K"	21	"MOTION TO STRIKE"	0	0	FALSE	FALSE
32035	340865	"HHB"	"T"	50	3	16	411103	"WDACT"	"GR"	"D"	"MSTRIKE"	418029	30	418029	"J"	32	"MOTION TO STRIKE"	0	0	FALSE	FALSE
29896	324884	"DBD"	"V"	1	9	16	89999	"WDACT"	"DN"	"D"	"MSTRIKE"	422679	30	422679	"J"	28	"MOTION TO STRIKE"	0	0	FALSE	FALSE
31963	340351	"AAN"	"T"	12	-1	NA	89997	"JOD"	"DN"	"D"	"MSTRIKE"	412186	30	412186	"J"	259	"MOTION TO STRIKE"	0	0	FALSE	FALSE
31963	340356	"AAN"	"T"	12	-1	NA	89997	"JOD"	"DN"	"D"	"MSTRIKE"	412186	30	412186	"J"	225	"MOTION TO STRIKE"	0	0	FALSE	FALSE
30036	326425	"HHD"	"V"	6	-1	NA	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	406511	30	406511	"R"	116	"MOTION TO STRIKE"	0	0	FALSE	FALSE
30036	326434	"HHD"	"V"	6	-1	NA	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	406511	30	406511	"R"	89	"MOTION TO STRIKE"	0	0	FALSE	FALSE
30036	326437	"HHD"	"V"	6	-1	NA	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	406511	30	406511	"R"	81	"MOTION TO STRIKE"	0	0	FALSE	FALSE
30036	326441	"HHD"	"V"	6	-1	NA	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	406511	30	406511	"R"	82	"MOTION TO STRIKE"	0	0	FALSE	FALSE
30036	326450	"HHD"	"V"	6	-1	NA	NA	"WDACT"	"SU"	"P"	"MSTRIKE"	406511	30	406511	"R"	73	"MOTION TO STRIKE"	0	0	FALSE	FALSE
29975	325875	"NNH"	"V"	1	8	3	80278	"JDGHD"	"GR"	"P"	"MSTRIKE"	415540	30	415540	"J"	1	"MOTION TO STRIKE"	0	0	FALSE	FALSE
17111	184092	"HHB"	"V"	1	9	16	411103	"WDACT"	"GR"	"D"	"MSTRIKE"	419137	30	419137	"R"	123	"MOTION TO STRIKE"	0	0	FALSE	FALSE
32863	345445	"HHD"	"T"	3	9	18	415593	"ARBJDG"	"DN"	"D"	"MSTRIKE"	80493	30	80493	"R"	123	"MOTION TO STRIKE"	0	0	FALSE	FALSE
32767	344900	"HHD"	"T"	90	3	1	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	408362	30	408362	"M"	32	"MOTION TO STRIKE"	1	1	TRUE	TRUE
32555	343802	"NNI"	"V"	1	9	16	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	408307	30	408307	"J"	207	"MOTION TO STRIKE"	0	0	FALSE	FALSE
32787	345012	"NNH"	"T"	90	3	14	419136	"JDGDACT"	"GR"	"D"	"MSTRIKE"	408552	30	408552	"R"	292	"MOTION TO STRIKE"	0	0	FALSE	FALSE
32787	345020	"NNH"	"T"	90	3	14	419136	"JDGDACT"	"GR"	"D"	"MSTRIKE"	408552	30	408552	"R"	215	"MOTION TO STRIKE"	0	0	FALSE	FALSE
34363	355301	"AAN"	"T"	29	9	15	411098	"WDACT"	"GR"	"D"	"MSTRIKE"	412186	30	412186	"J"	32	"MOTION TO STRIKE"	0	0	FALSE	FALSE
32969	345991	"UWY"	"V"	1	9	16	411103	"WDACT"	"DN"	"D"	"MSTRIKE"	416591	30	416591	"J"	20	"MOTION TO STRIKE"	0	0	FALSE	FALSE
32767	344912	"HHD"	"T"	90	3	1	NA	"WDACT"	"OR"	"D"	"MSTRIKE"	81181	30	81181	"R"	42	"MOTION TO STRIKE"	1	1	TRUE	TRUE
33063	346645	"HHD"	"T"	90	-1	NA	408382	"SJD"	"OR"	"D"	"MSTRIKE"	422394	30	422394	"J"	189	"MOTION TO STRIKE"	0	0	FALSE	FALSE
32995	346205	"MMX"	"T"	2	9	15	402017	"JDGDACT"	"OR"	"D"	"MSTRIKE"	402017	30	402017	"K"	187	"MOTION TO STRIKE"	0	0	FALSE	FALSE
33231	347645	"UWY"	"V"	1	-1	NA	411102	"WDACT"	"OR"	"D"	"MSTRIKE"	418027	30	418027	"J"	75	"MOTION TO STRIKE"	0	0	FALSE	FALSE
34659	357471	"HHB"	"T"	90	-1	NA	406507	"JOD"	"DN"	"D"	"MSTRIKE"	419137	30	419137	"R"	119	"MOTION TO STRIKE"	0	0	FALSE	FALSE
32995	346196	"MMX"	"T"	2	9	15	402017	"JDGDACT"	"GR"	"D"	"MSTRIKE"	403065	30	403065	"A"	60	"MOTION TO STRIKE"	0	0	FALSE	FALSE
33335	348423	"UWY"	"T"	90	-1	NA	415602	"WDACT"	"GR"	"D"	"MSTRIKE"	408383	30	408383	"J"	94	"MOTION TO STRIKE"	0	0	FALSE	FALSE
33335	348428	"UWY"	"T"	90	-1	NA	415602	"WDACT"	"GR"	"D"	"MSTRIKE"	408383	30	408383	"J"	83	"MOTION TO STRIKE"	0	0	FALSE	FALSE
33335	348444	"UWY"	"T"	90	-1	NA	415602	"WDACT"	"GR"	"D"	"MSTRIKE"	408383	30	408383	"J"	126	"MOTION TO STRIKE"	0	0	FALSE	FALSE
27263	295344	"AAN"	"V"	1	-1	NA	89997	"JOD"	"OR"	"D"	"MSTRIKE"	402358	30	402358	"R"	313	"MOTION TO STRIKE"	0	0	FALSE	FALSE
33399	348735	"UWY"	"T"	90	1	NA	416591	"JDGDACT"	"OR"	"D"	"MSTRIKE"	418027	30	418027	"J"	59	"MOTION TO STRIKE"	0	0	FALSE	FALSE
33335	348447	"UWY"	"T"	90	-1	NA	415602	"WDACT"	"GR"	"D"	"MSTRIKE"	408383	30	408383	"J"	98	"MOTION TO STRIKE"	0	0	FALSE	FALSE
27334	296143	"FBT"	"T"	20	9	16	NA	"WDACT"	"OR"	"D"	"MSTRIKE"	416586	30	416586	"R"	318	"MOTION TO STRIKE"	0	0	FALSE	FALSE
34833	358590	"HHD"	"V"	1	9	1	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	81290	30	81290	"R"	554	"MOTION TO STRIKE"	1	1	TRUE	TRUE
33453	350065	"HHD"	"T"	2	9	1	NA	"WDACT"	"OD"	"D"	"MSTRIKE"	NA	30	NA	""	29	"MOTION TO STRIKE"	0	0	FALSE	FALSE
27273	295472	"FST"	"V"	1	9	17	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	402358	30	402358	"R"	74	"MOTION TO STRIKE"	0	0	FALSE	FALSE
27273	295474	"FST"	"V"	1	9	17	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	402358	30	402358	"R"	73	"MOTION TO STRIKE"	0	0	FALSE	FALSE
27273	295510	"FST"	"V"	1	9	17	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	402358	30	402358	"R"	18	"MOTION TO STRIKE"	0	0	FALSE	FALSE
33643	350954	"LLI"	"T"	90	9	1	411099	"WDACT"	"DN"	"D"	"MSTRIKE"	415597	30	415597	"R"	108	"MOTION TO STRIKE"	0	0	FALSE	FALSE
34067	353479	"HHB"	"T"	90	9	16	NA	"WDACT"	"OR"	"D"	"MSTRIKE"	415596	30	415596	"R"	605	"MOTION TO STRIKE"	0	0	FALSE	FALSE
27517	298538	"FST"	"T"	90	1	NA	89997	"JOD"	"GR"	"D"	"MSTRIKE"	402358	30	402358	"R"	25	"MOTION TO STRIKE"	0	0	FALSE	FALSE
33469	350130	"AAN"	"V"	9	1	NA	89997	"JOD"	"GR"	"D"	"MSTRIKE"	80471	30	80471	"R"	18	"MOTION TO STRIKE"	0	0	FALSE	FALSE
33633	350893	"NNH"	"T"	90	-1	NA	80209	"SJD"	"DN"	"D"	"MSTRIKE"	415132	30	415132	"J"	789	"MOTION TO STRIKE"	0	0	FALSE	FALSE
33633	350895	"NNH"	"T"	90	-1	NA	80209	"SJD"	"DN"	"D"	"MSTRIKE"	415132	30	415132	"J"	731	"MOTION TO STRIKE"	0	0	FALSE	FALSE
34037	353283	"HHD"	"T"	90	9	18	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	415593	30	415593	"J"	39	"MOTION TO STRIKE"	0	0	FALSE	FALSE
27580	299148	"TTD"	"T"	2	9	17	428337	"JDGTVTP"	"GR"	"D"	"MSTRIKE"	401704	30	401704	"R"	21	"MOTION TO STRIKE"	0	0	FALSE	FALSE
27580	299164	"TTD"	"T"	2	9	17	428337	"JDGTVTP"	"GR"	"D"	"MSTRIKE"	401704	30	401704	"R"	23	"MOTION TO STRIKE"	0	0	FALSE	FALSE
35313	361333	"FBT"	"V"	1	9	16	416586	"JDGDACT"	"DN"	"D"	"MSTRIKE"	402358	30	402358	"R"	24	"MOTION TO STRIKE"	0	0	FALSE	FALSE
35405	361882	"MMX"	"T"	90	-1	NA	89997	"TOUSDCT"	"GR"	"D"	"MSTRIKE"	414022	30	414022	"R"	34	"MOTION TO STRIKE"	1	1	TRUE	TRUE
27828	301826	"UWY"	"T"	61	9	15	422392	"JDGDACT"	"GR"	"D"	"MSTRIKE"	419131	30	419131	"J"	19	"MOTION TO STRIKE"	0	0	FALSE	FALSE
35479	362360	"DBD"	"V"	1	-1	NA	89999	"WDACT"	"DN"	"D"	"MSTRIKE"	419135	30	419135	"J"	47	"MOTION TO STRIKE"	0	0	FALSE	FALSE
27610	299450	"HHD"	"V"	1	9	13	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	420170	30	420170	"J"	123	"MOTION TO STRIKE"	0	0	FALSE	FALSE
40559	394006	"NNI"	"V"	4	-1	NA	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	415134	30	415134	"R"	90	"MOTION TO STRIKE"	0	0	FALSE	FALSE
40553	393969	"KNL"	"V"	1	9	13	411103	"WDACT"	"GR"	"D"	"MSTRIKE"	80551	30	80551	"R"	74	"MOTION TO STRIKE"	0	0	FALSE	FALSE
35825	364949	"FST"	"T"	90	9	15	NA	"WDACT"	"TP"	"D"	"MSTRIKE"	419028	30	419028	"A"	82	"MOTION TO STRIKE"	0	0	FALSE	FALSE
35831	364997	"FST"	"V"	1	9	3	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	80626	30	80626	"R"	121	"MOTION TO STRIKE"	0	0	FALSE	FALSE
28040	305343	"DBD"	"V"	1	9	16	89999	"WDACT"	"GR"	"D"	"MSTRIKE"	407901	30	407901	"K"	50	"MOTION TO STRIKE"	0	0	FALSE	FALSE
35869	365367	"UWY"	"T"	28	9	15	419014	"JDGDACT"	"GR"	"D"	"MSTRIKE"	420169	30	420169	"J"	106	"MOTION TO STRIKE"	0	0	FALSE	FALSE
27975	304619	"HHB"	"V"	4	9	16	406507	"JDGDACT"	"DN"	"D"	"MSTRIKE"	418029	30	418029	"J"	108	"MOTION TO STRIKE"	0	0	FALSE	FALSE
36189	367425	"AAN"	"V"	1	9	15	411103	"WDACT"	"GR"	"D"	"MSTRIKE"	405699	30	405699	"K"	19	"MOTION TO STRIKE"	0	0	FALSE	FALSE
36289	368044	"HHD"	"V"	1	9	13	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	80465	30	80465	"R"	60	"MOTION TO STRIKE"	0	0	FALSE	FALSE
36289	368042	"HHD"	"V"	1	9	13	NA	"WDACT"	"OD"	"D"	"MSTRIKE"	NA	30	NA	""	44	"MOTION TO STRIKE"	0	0	FALSE	FALSE
36509	369569	"DBD"	"T"	3	-1	17	417198	"JDGTVT"	"OR"	"D"	"MSTRIKE"	414999	30	414999	"J"	168	"MOTION TO STRIKE"	0	0	FALSE	FALSE
36765	371465	"HHD"	"T"	90	-1	NA	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	422394	30	422394	"J"	174	"MOTION TO STRIKE"	0	0	FALSE	FALSE
28249	307189	"DBD"	"V"	1	-1	NA	89999	"WDACT"	"DN"	"D"	"MSTRIKE"	418030	30	418030	"R"	42	"MOTION TO STRIKE"	0	0	FALSE	FALSE
36649	370570	"UWY"	"T"	29	9	15	419014	"JDGDACT"	"GR"	"D"	"MSTRIKE"	415667	30	415667	"R"	69	"MOTION TO STRIKE"	0	0	FALSE	FALSE
47785	435403	"FBT"	"T"	90	3	16	NA	"WDACT"	"OR"	"D"	"MSTRIKE"	402358	30	402358	"R"	35	"MOTION TO STRIKE"	0	0	FALSE	FALSE
36829	371915	"FBT"	"V"	1	9	16	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	414993	30	414993	"J"	81	"MOTION TO STRIKE"	0	0	FALSE	FALSE
47967	436412	"KNO"	"V"	1	-1	NA	411103	"WDACT"	"DN"	"D"	"MSTRIKE"	415595	30	415595	"R"	175	"MOTION TO STRIKE"	0	0	FALSE	FALSE
36905	372361	"UWY"	"V"	1	9	17	419014	"JDGDACT"	"GR"	"D"	"MSTRIKE"	415667	30	415667	"R"	119	"MOTION TO STRIKE"	0	0	FALSE	FALSE
36905	372363	"UWY"	"V"	1	9	17	419014	"JDGDACT"	"GR"	"D"	"MSTRIKE"	415667	30	415667	"R"	119	"MOTION TO STRIKE"	0	0	FALSE	FALSE
41821	400698	"HHD"	"V"	1	9	1	NA	"WDACT"	"OR"	"D"	"MSTRIKE"	81290	30	81290	"R"	53	"MOTION TO STRIKE"	0	0	FALSE	FALSE
37307	374948	"FBT"	"V"	1	9	16	416586	"JDGDACT"	"DN"	"D"	"MSTRIKE"	419018	30	419018	"R"	74	"MOTION TO STRIKE"	0	0	FALSE	FALSE
17481	188123	"UWY"	"T"	20	-1	NA	400013	"WDACT"	"GR"	"D"	"MSTRIKE"	408383	30	408383	"J"	49	"MOTION TO STRIKE"	0	0	FALSE	FALSE
48543	439371	"KNL"	"T"	12	9	14	NA	"WDACT"	"TP"	"D"	"MSTRIKE"	80541	30	80541	"J"	40	"MOTION TO STRIKE"	0	0	FALSE	FALSE
37413	375943	"KNL"	"V"	1	9	14	411103	"WDACT"	"DN"	"D"	"MSTRIKE"	80551	30	80551	"R"	22	"MOTION TO STRIKE"	0	0	FALSE	FALSE
42149	402601	"UWY"	"V"	1	8	4	411103	"WDACT"	"DN"	"D"	"MSTRIKE"	416591	30	416591	"J"	32	"MOTION TO STRIKE"	0	0	FALSE	FALSE
42213	403091	"HHD"	"T"	11	9	1	NA	"WDACT"	"OD"	"D"	"MSTRIKE"	NA	30	NA	""	40	"MOTION TO STRIKE"	0	0	FALSE	FALSE
42261	403432	"HHD"	"V"	1	8	2	419022	"JDGHD"	"GR"	"P"	"MSTRIKE"	419022	30	419022	"K"	29	"MOTION TO STRIKE"	0	0	FALSE	FALSE
37617	377159	"FST"	"V"	1	9	15	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	419135	30	419135	"J"	48	"MOTION TO STRIKE"	0	0	FALSE	FALSE
37913	378711	"HHD"	"V"	1	9	18	NA	"WDACT"	"OD"	"D"	"MSTRIKE"	NA	30	NA	""	173	"MOTION TO STRIKE"	0	0	FALSE	FALSE
38083	379942	"LLI"	"V"	1	9	1	411103	"WDACT"	"DN"	"P"	"MSTRIKE"	419015	30	419015	"J"	17	"MOTION TO STRIKE"	1	1	TRUE	TRUE
